title,company,location,country,working model,salary,summary
Summer Camp Program Assistant,Bay Area Community Resources,San Francisco ,USA,onsite,,"Write lesson plans, use learning targets and instructional strategies.Program Assistants must be able to work with up to 20 youths during camp hours, Monday…"
Summer Camp Program Leader,Bay Area Community Resources,San Francisco ,USA,onsite,,"Write lesson plans, use learning targets and instructional strategies.Are flexible in working with people and groups of differing viewpoints."
Toddler Teacher,Meaningful Beginnings,San Francisco ,USA,onsite,,Works closely with the lead teacher in a team-teaching atmosphere and shares pertinent.Ensures all childcare supplies are sufficient and reports any additional…
Toddler Teacher,Meaningful Beginnings,San Francisco ,USA,onsite,,Works closely with the lead teacher in a team-teaching atmosphere and shares pertinent.Ensures all childcare supplies are sufficient and reports any additional…
"Director, Product",Kinship,San Francisco ,USA,onsite,,"Adopt-a-Pet, the destination for finding homes for homeless pets; we help animal shelters, humane societies, SPCAs, pet rescue groups, and pet adoption agencies…"
Senior Product Designer,Kinship,San Francisco ,USA,onsite,,"Adopt-a-Pet, the destination for finding homes for homeless pets; we help animal shelters, humane societies, SPCAs, pet rescue groups, and pet adoption agencies…"
Director of Research and Strategy,Fine Arts Museums of San Francisco,San Francisco ,USA,onsite,,The Fine Arts Museums of San Francisco are comprised of two iconic sites in San Francisco's beautiful parks - the de Young Museum in Golden Gate Park and the…
Middle School Math,San Francisco Day School,San Francisco ,USA,onsite,,"Strong knowledge of course subject matter and instructional methodologies; ability to develop curricula, lesson plans, and assessment tools."
Middle School Math,San Francisco Day School,San Francisco ,USA,onsite,,"Strong knowledge of course subject matter and instructional methodologies; ability to develop curricula, lesson plans, and assessment tools."
"Lead Teacher, Lower School (K-4)",San Francisco Day School,San Francisco ,USA,onsite,,Position Status/Time: Full-time/ August 2022.SF Day offers excellent benefits and a competitive salary.Bachelor’s degree in elementary education or related…
UX/Motion Designer (Contract),RUN Studios,San Francisco ,USA,onsite,,"RUN Studios and its client partner, a large online retailer headquartered in Seattle, are seeking an exceptional Motion and UX Designer with a passion for…"
Research Assistant III,NCIRE,San Francisco ,USA,onsite,,"Perform literature reviews to add substantially to survey designs, and manuscript and grant applications.The Research Assistant III (RA) will work with a group…"
Summer Camp Leader (High School),Richmond District Neighborhood Center,San Francisco ,USA,onsite,,"*Minimum **one year** of experience* working directly with youth to lead activities.Employee Type: * Seasonal, 30 hours per week.Schedule: *5/31/22 - 7/15/22."
Summer Activity Leader (Elementary School),The Richmond Neighborhood Center,San Francisco ,USA,onsite,,"Must be willing to lead and participate in cheers, chants, and exciting games with youth.Employee Type*: Seasonal, Full time employment.30-40 hours per week."
newSummer Camp/Afterschool Teacher,Bay Area Community Resources,San Francisco ,USA,onsite,,"Write lesson plans, use learning targets and instructional strategies.Are flexible in working with people and groups of differing viewpoints."
newSummer Camp/Afterschool Teacher,Bay Area Community Resources,San Francisco ,USA,onsite,,"Write lesson plans, use learning targets and instructional strategies.Are flexible in working with people and groups of differing viewpoints."
Fitness Instructor,Pure Barre,San Francisco ,USA,onsite,,The Lead Teacher is an exemplary Pure Barre Teacher who ensures that all instructional staff within the studio are abiding by brand standards.
Fitness Instructor,Pure Barre,San Francisco ,USA,onsite,,The Lead Teacher is an exemplary Pure Barre Teacher who ensures that all instructional staff within the studio are abiding by brand standards.
Designer,"Cupertino Electric, Inc.",San Francisco ,USA,onsite,,Maintain timely response to design correspondence.Perform design tasks assigned by Designers or Engineers.Assemble design drawings and documents and provide…
Museum Director and Chief Curator - SFO (0941),City and County of San Francisco,San Francisco ,USA,onsite,,"Collaborates with Airport staff and other CCSF departments, especially the San Francisco Arts Commission, museums, galleries, artists, commercial establishments…"
Stations Regional Supervisor-ACS SFO,"Frontier Airlines, Inc",San Francisco ,USA,onsite,,Ability to demonstrate superior instructional and facilitation skills.Guide business partners as they lead the day-to-day operations of their stations.
Staff Product Designer,SoFi,San Francisco ,USA,onsite,,"In addition, you'll coordinate with designers from other product areas to align the larger SoFi ecosystem and be a mentor to various designers in the…"
Lecturer Pool - Marketing Department,San Francisco State University,San Francisco ,USA,onsite,,"Prepare and deliver/lead effective lectures, case analyses, simulations, and other engaging learning activities;Position Title: Lecturer Faculty (Part-time)."
"Lecturer Pool, Department of Economics",San Francisco State University,San Francisco ,USA,onsite,,"Prepare and deliver/lead effective lectures, case analyses, simulations, and other engaging learning activities;Master’s degree in Economics."
"Lecturer Pool, Information Systems",San Francisco State University,San Francisco ,USA,onsite,,"Prepare and deliver/lead effective lectures, case analyses, simulations, and other engaging learning activities;Start date: Fall 2022 or as needed."
Building Service Engineer,San Francisco State University,San Francisco ,USA,onsite,,All of the above functions are performed to provide an operationally sound and safe instructional environment for learning using a variety of power and hand…
Cataloging and Metadata Librarian,San Francisco State University,San Francisco ,USA,onsite,,The person in this position will provide lead work to the Cataloging unit and will work closely with the faculty and staff in the Collection Management Services…
Building Service Engineer,San Francisco State University,San Francisco ,USA,onsite,,All of the above functions are performed to provide an operationally sound and safe instructional environment for learning using a variety of power and hand…
Cataloging and Metadata Librarian,San Francisco State University,San Francisco ,USA,onsite,,The person in this position will provide lead work to the Cataloging unit and will work closely with the faculty and staff in the Collection Management Services…
